Month,"Monthly sunspot number, Zurich, 1749-1983",a1,a2
1796-01,22,20.14444444,27.60864198
1796-02,23.8,20.52222222,25.97901235
1796-03,15.7,19.72222222,24.66790123
1796-04,31.7,19.56666667,23.37901235
1796-05,21,21.65555556,21.99876543
1796-06,6.7,21.13333333,21.04320988
1796-07,26.9,20.37777778,20.54444444
1796-08,1.5,21.2,20.42962963
1796-09,18.4,18.58888889,20.42962963
1796-10,11,18.63333333,20.32345679
1796-11,8.4,17.41111111,20.15555556
1796-12,5.1,15.7,19.80987654
1797-01,14.4,14.52222222,19.36296296
1797-02,4.2,12.6,18.80246914
1797-03,4,10.73333333,17.7962963
1797-04,4,10.43333333,16.64074074
1797-05,7.3,7.888888889,15.53580247
1797-06,11.1,8.533333333,14.05679012
1797-07,4.3,7.722222222,12.93950617
1797-08,6,6.977777778,11.72716049
1797-09,5.7,6.711111111,10.56790123
1797-10,6.9,6.777777778,9.569135802
1797-11,5.8,5.944444444,8.708641975
1797-12,3,6.122222222,7.969135802
1798-01,2,6.011111111,7.456790123
1798-02,4,5.788888889,6.965432099
1798-03,12.4,5.422222222,6.732098765
1798-04,1.1,5.566666667,6.386419753
1798-05,0,5.211111111,6.14691358
1798-06,0,4.544444444,5.950617284
1798-07,0,3.911111111,5.709876543
1798-08,3,3.144444444,5.391358025
1798-09,2.4,2.833333333,5.080246914
1798-10,1.5,2.766666667,4.714814815
1798-11,12.5,2.711111111,4.354320988
1798-12,9.9,3.655555556,4.012345679
1799-01,1.6,3.377777778,3.816049383
1799-02,12.6,3.433333333,3.572839506
1799-03,21.7,4.833333333,3.375308642
1799-04,8.4,7.244444444,3.407407407
1799-05,8.2,8.177777778,3.777777778
1799-06,10.6,8.755555556,4.337037037
1799-07,2.1,9.666666667,4.995061728
1799-08,0,9.733333333,5.761728395
1799-09,0,8.344444444,6.541975309
1799-10,4.6,7.244444444,7.062962963
1799-11,2.7,7.577777778,7.492592593
1799-12,8.6,6.477777778,7.95308642
1800-01,6.9,5.022222222,8.135802469
1800-02,9.3,4.855555556,7.888888889
1800-03,13.9,4.977777778,7.519753086
1800-04,0,5.344444444,7.1
1800-05,5,5.111111111,6.619753086
1800-06,23.7,5.666666667,6.10617284
1800-07,21,8.3,5.808641975
1800-08,19.5,10.12222222,5.925925926
1800-09,11.5,11.98888889,6.208641975
1800-10,12.3,12.31111111,6.820987654
1800-11,10.5,12.91111111,7.630864198
1800-12,40.1,13.04444444,8.525925926
1801-01,27,15.95555556,9.422222222
1801-02,29,18.95555556,10.60123457
1801-03,30,21.62222222,12.13950617
1801-04,31,22.32222222,13.91234568
1801-05,32,23.43333333,15.47037037
1801-06,31.2,24.82222222,16.94938272
1801-07,35,27.01111111,18.37530864
1801-08,38.7,29.53333333,20.00864198
1801-09,33.5,32.66666667,21.85555556
1801-10,32.6,31.93333333,24.03580247
1801-11,39.8,32.55555556,25.81111111
1801-12,48.2,33.75555556,27.32222222
1802-01,47.8,35.77777778,28.67037037
1802-02,47,37.64444444,30.1654321
1802-03,40.8,39.31111111,31.74444444
1802-04,42,40.37777778,33.35432099
1802-05,44,41.15555556,34.83950617
1802-06,46,41.74444444,36.1308642
1802-07,48,43.13333333,37.13950617
1802-08,50,44.84444444,38.38395062
1802-09,51.8,45.97777778,39.74938272
1802-10,38.5,46.37777778,41.10740741
1802-11,34.5,45.34444444,42.28518519
1802-12,50,43.95555556,43.14074074
1803-01,50,44.97777778,43.65679012
1803-02,50.8,45.86666667,44.16790123
1803-03,29.5,46.62222222,44.69135802
1803-04,25,44.78888889,45.23333333
1803-05,44.3,42.23333333,45.41728395
1803-06,36,41.6,45.12716049
1803-07,48.3,39.84444444,44.64074074
1803-08,34.1,40.93333333,43.91481481
1803-09,45.3,40.88888889,43.42469136
1803-10,54.3,40.36666667,43.08395062
1803-11,51,40.84444444,42.57160494
1803-12,48,40.86666667,42.01358025
1804-01,45.3,42.92222222,41.37407407
1804-02,48.3,45.17777778,41.16666667
1804-03,48,45.62222222,41.49382716
1804-04,50.6,46.95555556,41.94074074
1804-05,33.4,47.21111111,42.7308642
1804-06,34.8,47.13333333,43.42839506
1804-07,29.8,45.96666667,44.12222222
1804-08,43.1,43.24444444,44.74444444
1804-09,53,42.36666667,45.01111111
1804-10,62.3,42.92222222,45.17777778
1804-11,61,44.81111111,45.17777778
1804-12,60,46.22222222,45.13703704
1805-01,61,47.55555556,45.2037037
1805-02,44.1,48.71111111,45.27037037
1805-03,51.4,49.9,45.43703704
1805-04,37.5,51.74444444,45.74444444
1805-05,39,52.6,46.38641975
1805-06,40.5,52.14444444,47.42592593
1805-07,37.6,50.75555556,48.51234568
1805-08,42.7,48.01111111,49.38271605
1805-09,44.4,45.97777778,49.7382716
1805-10,29.4,44.24444444,49.71111111
1805-11,41,40.73333333,49.34320988
1805-12,38.3,40.38888889,48.45679012
1806-01,39,38.93333333,47.4
1806-02,29.6,39.1,45.97654321
1806-03,32.7,38.05555556,44.47654321
1806-04,27.7,37.18888889,42.91111111
1806-05,26.4,36.08888889,41.4037037
1806-06,25.6,34.27777778,40.07901235
1806-07,30,32.18888889,38.77901235
1806-08,26.3,32.25555556,37.43950617
1806-09,24,30.62222222,36.49753086
1806-10,27,29.03333333,35.41234568
1806-11,25,27.7,34.31234568
1806-12,24,27.18888889,33.04567901
1807-01,12,26.22222222,31.8382716
1807-02,12.2,24.47777778,30.61975309
1807-03,9.6,22.9,29.32962963
1807-04,23.8,21.12222222,28.0654321
1807-05,10,20.43333333,26.83580247
1807-06,12,18.62222222,25.52222222
1807-07,12.7,17.28888889,24.18888889
1807-08,12,15.7,22.88395062
1807-09,5.7,14.25555556,21.55061728
1807-10,8,12.22222222,20.11358025
1807-11,2.6,11.77777778,18.55802469
1807-12,0,10.71111111,17.14691358
1808-01,0,9.644444444,15.79259259
1808-02,4.5,7,14.51728395
1808-03,0,6.388888889,13.02469136
1808-04,12.3,5.055555556,11.6654321
1808-05,13.5,5.011111111,10.30617284
1808-06,13.5,5.177777778,9.118518519
1808-07,6.7,6.044444444,8.109876543
1808-08,8,5.9,7.42345679
1808-09,11.7,6.5,6.77037037
1808-10,4.7,7.8,6.302469136
1808-11,10.5,8.322222222,6.097530864
1808-12,12.3,8.988888889,6.244444444
1809-01,7.2,10.35555556,6.533333333
1809-02,9.2,9.788888889,7.122222222
1809-03,0.9,9.311111111,7.65308642
1809-04,2.5,7.911111111,8.112345679
1809-05,2,7.444444444,8.319753086
1809-06,7.7,6.777777778,8.491358025
1809-07,0.3,6.333333333,8.522222222
1809-08,0.2,5.844444444,8.359259259
1809-09,0.4,4.7,8.083950617
1809-10,0,3.377777778,7.607407407
1809-11,0,2.577777778,6.832098765
1809-12,0,1.555555556,6.030864198
1810-01,0,1.455555556,5.169135802
1810-02,0,1.177777778,4.451851852
1810-03,0,0.955555556,3.755555556
1810-04,0,0.1,3.108641975
1810-05,0,0.066666667,2.416049383
1810-06,0,0.044444444,1.774074074
1810-07,0,0,1.256790123
1810-08,0,0,0.881481481
1810-09,0,0,0.595061728
1810-10,0,0,0.422222222
1810-11,0,0,0.260493827
1810-12,0,0,0.12962963
1811-01,0,0,0.02345679
1811-02,0,0,0.012345679
1811-03,0,0,0.004938272
1811-04,0,0,0
1811-05,0,0,0
1811-06,0,0,0
1811-07,6.6,0,0
1811-08,0,0.733333333,0
1811-09,2.4,0.733333333,0.081481481
1811-10,6.1,1,0.162962963
1811-11,0.8,1.677777778,0.274074074
1811-12,1.1,1.766666667,0.460493827
1812-01,11.3,1.888888889,0.656790123
1812-02,1.9,3.144444444,0.866666667
1812-03,0.7,3.355555556,1.216049383
1812-04,0,3.433333333,1.588888889
1812-05,1,2.7,1.97037037
1812-06,1.3,2.811111111,2.188888889
1812-07,0.5,2.688888889,2.419753086
1812-08,15.6,2.066666667,2.607407407
1812-09,5.2,3.711111111,2.650617284
1812-10,3.9,4.166666667,2.866666667
1812-11,7.9,3.344444444,3.119753086
1812-12,10.1,4.011111111,3.141975309
1813-01,0,5.055555556,3.214814815
1813-02,10.3,5.055555556,3.395061728
1813-03,1.9,6.088888889,3.656790123
1813-04,16.6,6.155555556,4.020987654
1813-05,5.5,7.944444444,4.40617284
1813-06,11.2,6.822222222,5.059259259
1813-07,18.3,7.488888889,5.404938272
1813-08,8.4,9.088888889,5.774074074
1813-09,15.3,9.144444444,6.412345679
1813-10,27.8,9.722222222,6.982716049
1813-11,16.7,12.81111111,7.501234568
1813-12,14.3,13.52222222,8.362962963
1814-01,22.2,14.9,9.188888889
1814-02,12,15.52222222,10.16049383
1814-03,5.7,16.24444444,11.00246914
1814-04,23.8,15.63333333,12.04938272
1814-05,5.8,16.24444444,12.95432099
1814-06,14.9,15.95555556,13.74938272
1814-07,18.5,15.91111111,14.50617284
1814-08,2.3,14.87777778,15.19382716
1814-09,8.1,13.27777778,15.42345679
1814-10,19.3,12.58888889,15.3962963
1814-11,14.5,12.26666667,15.13950617
1814-12,20.1,12.54444444,14.77777778
1815-01,19.2,14.14444444,14.36666667
1815-02,32.2,13.63333333,14.20123457
1815-03,26.2,16.56666667,13.91111111
1815-04,31.6,17.82222222,13.97901235
1815-05,9.8,19.27777778,14.19135802
1815-06,55.9,20.11111111,14.68024691
1815-07,35.5,25.42222222,15.43950617
1815-08,47.2,27.22222222,16.8654321
1815-09,31.5,30.85555556,18.52716049
1815-10,33.5,32.12222222,20.5617284
1815-11,37.2,33.71111111,22.55925926
1815-12,65,34.26666667,24.79012346
1816-01,26.3,38.57777778,26.75679012
1816-02,68.8,37.98888889,29.06296296
1816-03,73.7,44.54444444,31.14197531
1816-04,58.8,46.52222222,33.85679012
1816-05,44.3,49.11111111,36.20123457
1816-06,43.6,48.78888889,38.63333333
1816-07,38.8,50.13333333,40.62592593
1816-08,23.2,50.72222222,42.62716049
1816-09,47.8,49.16666667,44.51728395
1816-10,56.4,47.25555556,46.17283951
1816-11,38.1,50.6,47.13703704
1816-12,29.9,47.18888889,48.5382716
1817-01,36.4,42.32222222,48.83209877
1817-02,57.9,39.83333333,48.3654321
1817-03,96.2,41.34444444,47.3345679
1817-04,26.4,47.18888889,46.50740741
1817-05,21.2,45.81111111,46.18024691
1817-06,40,45.58888889,45.6345679
1817-07,50,44.72222222,45.23703704
1817-08,45,44.01111111,44.95555556
1817-09,36.7,44.77777778,44.22345679
1817-10,25.6,45.53333333,43.95555556
1817-11,28.9,44.33333333,44.31234568
1817-12,28.4,41.11111111,44.81234568
1818-01,34.9,33.57777778,44.78641975
1818-02,22.4,34.52222222,43.27407407
1818-03,25.4,34.65555556,42.01975309
1818-04,34.5,33.03333333,40.80493827
1818-05,53.1,31.31111111,39.50617284
1818-06,36.4,32.21111111,38.09506173
1818-07,28,32.17777778,36.69876543
1818-08,31.5,32.44444444,35.21481481
1818-09,26.1,32.73333333,33.89382716
1818-10,31.7,32.47777778,32.96296296
1818-11,10.9,32.12222222,32.84074074
1818-12,25.8,30.84444444,32.57407407
1819-01,32.5,30.88888889,32.15061728
1819-02,20.7,30.66666667,31.91234568
1819-03,3.7,27.06666667,31.84074074
1819-04,20.2,23.43333333,31.2691358
1819-05,19.6,22.56666667,30.29753086
1819-06,35,21.24444444,29.2
1819-07,31.4,22.23333333,27.92345679
1819-08,26.1,22.2,26.78518519
1819-09,14.9,23.88888889,25.68271605
1819-10,27.5,22.67777778,24.90987654
1819-11,25.1,22.12222222,23.99753086
1819-12,30.6,22.61111111,23.04814815
1820-01,19.2,25.6,22.55308642
1820-02,26.6,25.48888889,22.79382716
1820-03,4.5,26.26666667,23.11851852
1820-04,19.4,22.87777778,23.67654321
1820-05,29.3,21.54444444,23.74814815
1820-06,10.8,21.9,23.67530864
1820-07,20.6,21.44444444,23.45432099
1820-08,25.9,20.67777778,23.31728395
1820-09,5.2,20.76666667,23.15679012
1820-10,9,17.94444444,22.95185185
1820-11,7.9,16.81111111,22.10123457
1820-12,9.7,14.73333333,21.13703704
1821-01,21.5,15.31111111,19.85555556
1821-02,4.3,15.54444444,19.01481481
1821-03,5.7,12.76666667,18.34814815
1821-04,9.2,12.2,17.33333333
1821-05,1.7,10.93333333,16.30617284
1821-06,1.8,8.244444444,15.22345679
1821-07,2.5,7.866666667,13.83209877
1821-08,4.8,7.144444444,12.71234568
1821-09,4.4,6.8,11.6382716
1821-10,18.8,6.211111111,10.75679012
1821-11,4.4,5.911111111,9.745679012
1821-12,0,5.922222222,8.675308642
1822-01,0,5.288888889,7.914814815
1822-02,0.9,4.266666667,7.14691358
1822-03,16.1,4.177777778,6.40617284
1822-04,13.5,5.766666667,5.954320988
1822-05,1.5,6.988888889,5.720987654
1822-06,5.6,6.622222222,5.703703704
1822-07,7.9,6.755555556,5.683950617
1822-08,2.1,5.544444444,5.744444444
1822-09,0,5.288888889,5.703703704
1822-10,0.4,5.288888889,5.633333333
1822-11,0,5.333333333,5.633333333
1822-12,0,5.233333333,5.751851852
1823-01,0,3.444444444,5.869135802
1823-02,0,1.944444444,5.611111111
1823-03,0.6,1.777777778,5.050617284
1823-04,0,1.222222222,4.512345679
1823-05,0,0.344444444,3.897530864
1823-06,0,0.111111111,3.319753086
1823-07,0.5,0.111111111,2.744444444
1823-08,0,0.122222222,2.169135802
1823-09,0,0.122222222,1.590123457
1823-10,0,0.122222222,1.022222222
1823-11,0,0.122222222,0.65308642
1823-12,20.4,0.122222222,0.450617284
1824-01,21.6,2.322222222,0.266666667
1824-02,10.8,4.722222222,0.388888889
1824-03,0,5.922222222,0.875308642
1824-04,19.4,5.922222222,1.520987654
1824-05,2.8,8.022222222,2.166666667
1824-06,0,8.333333333,3.044444444
1824-07,0,8.333333333,3.956790123
1824-08,1.4,8.333333333,4.869135802
1824-09,20.5,8.488888889,5.781481481
1824-10,25.2,8.5,6.711111111
1824-11,0,8.9,7.397530864
1824-12,0.8,7.7,7.861728395
1825-01,5,7.788888889,8.059259259
1825-02,15.5,6.188888889,8.266666667
1825-03,22.4,7.6,8.062962963
1825-04,3.8,10.08888889,7.981481481
1825-05,15.4,10.51111111,8.17654321
1825-06,15.4,12.06666667,8.418518519
1825-07,30.9,11.5,8.816049383
1825-08,25.4,12.13333333,9.149382716
1825-09,15.7,14.95555556,9.508641975
1825-10,15.6,16.61111111,10.31481481
1825-11,11.7,17.78888889,11.29506173
1825-12,22,17.36666667,12.58395062
1826-01,17.7,17.32222222,13.6691358
1826-02,18.2,18.86666667,14.47283951
1826-03,36.7,19.17777778,15.40123457
1826-04,24,21.54444444,16.19135802
1826-05,32.4,20.77777778,17.30740741
1826-06,37.1,21.55555556,18.26790123
1826-07,52.5,23.93333333,19.00123457
1826-08,39.6,28.03333333,19.81481481
1826-09,18.9,31.13333333,20.95308642
1826-10,50.6,30.78888889,22.48271605
1826-11,39.5,34.44444444,23.97901235
1826-12,68.1,36.81111111,25.70987654
1827-01,34.6,40.3,27.6691358
1827-02,47.4,41.47777778,29.75308642
1827-03,57.8,43.14444444,32.05308642
1827-04,46,45.44444444,34.45185185
1827-05,56.3,44.72222222,36.84197531
1827-06,56.7,46.57777778,38.6962963
1827-07,42.9,50.77777778,40.41234568
1827-08,53.7,49.92222222,42.63333333
1827-09,49.6,51.5,44.35308642
1827-10,57.2,49.44444444,45.98518519
1827-11,48.2,51.95555556,47.00123457
1827-12,46.1,52.04444444,48.1654321
1828-01,52.8,50.74444444,49.15432099
1828-02,64.4,51.5,49.74320988
1828-03,65,52.4,50.4962963
1828-04,61.1,53.32222222,51.14320988
1828-05,89.1,55.34444444,51.42592593
1828-06,98,59.27777778,52.02839506
1828-07,54.3,64.65555556,52.89259259
1828-08,76.4,64.33333333,54.58271605
1828-09,50.4,67.46666667,55.95802469
1828-10,54.7,67.94444444,57.67160494
1828-11,57,68.15555556,59.58271605
1828-12,46.6,67.33333333,61.43333333
1829-01,43,65.28888889,63.09259259
1829-02,49.4,63.27777778,64.42222222
1829-03,72.3,58.86666667,65.3037037
1829-04,95,56.01111111,65.25802469
1829-05,67.5,60.53333333,64.29753086
1829-06,73.9,59.54444444,63.87530864
1829-07,90.8,62.15555556,62.99506173
1829-08,78.3,66.16666667,62.35185185
1829-09,52.8,68.53333333,62.1308642
1829-10,57.2,69.22222222,62.26419753
1829-11,67.6,70.8,62.70123457
1829-12,56.5,72.82222222,63.53703704
1830-01,52.2,71.06666667,65.08765432
1830-02,72.1,66.31111111,66.76049383
1830-03,84.6,66.82222222,67.40246914
1830-04,107.1,68.01111111,68.21111111
1830-05,66.3,69.82222222,68.8617284
1830-06,65.1,68.48888889,69.26790123
1830-07,43.9,69.85555556,69.26296296
1830-08,50.7,68.37777778,69.33333333
1830-09,62.1,66.5,69.06419753
1830-10,84.4,67.12222222,68.3617284
1830-11,81.2,70.7,67.92345679
1830-12,82.1,71.71111111,68.41111111
1831-01,47.5,71.43333333,68.95432099
1831-02,50.1,64.81111111,69.3345679
1831-03,93.4,63.01111111,68.77777778
1831-04,54.6,66.15555556,68.1691358
1831-05,38.1,67.34444444,67.75802469
1831-06,33.4,65.94444444,67.64320988
1831-07,45.2,62.75555556,67.58148148
1831-08,54.9,58.4,67.0962963
1831-09,37.9,55.47777778,65.72962963
1831-10,46.2,50.56666667,63.92592593
1831-11,43.5,50.42222222,61.60740741
1831-12,28.9,49.68888889,60.00864198
1832-01,30.9,42.52222222,58.52839506
1832-02,55.5,39.88888889,55.90246914
1832-03,55.1,41.82222222,52.85185185
1832-04,26.9,44.23333333,50.17160494
1832-05,41.3,42.2,48.11358025
1832-06,26.7,40.68888889,46.31358025
1832-07,13.9,39.44444444,44.67037037
1832-08,8.9,35.85555556,43.4345679
1832-09,8.2,32.01111111,41.81604938
1832-10,21.1,29.71111111,39.85185185
1832-11,14.3,28.62222222,38.42839506
1832-12,27.5,24.04444444,37.17654321
1833-01,11.3,20.97777778,35.20123457
1833-02,14.9,19.24444444,32.61728395
1833-03,11.8,16.31111111,30.06666667
1833-04,2.8,14.65555556,27.35802469
1833-05,12.9,13.42222222,24.6037037
1833-06,1,13.86666667,22.11111111
1833-07,7,13.06666667,20.09506173
1833-08,5.7,11.5,18.24567901
1833-09,11.6,10.54444444,16.34320988
1833-10,7.5,8.777777778,14.84320988
1833-11,5.9,8.355555556,13.48765432
1833-12,9.9,7.355555556,12.27777778
1834-01,4.9,7.144444444,11.28271605
1834-02,18.1,7.377777778,10.44814815
1834-03,3.9,7.955555556,9.77654321
1834-04,1.4,8.277777778,9.119753086
1834-05,8.8,7.655555556,8.587654321
1834-06,7.8,8,8.160493827
1834-07,8.7,7.577777778,7.877777778
1834-08,4,7.711111111,7.744444444
1834-09,11.5,7.5,7.672839506
1834-10,24.8,7.677777778,7.688888889
1834-11,30.5,9.888888889,7.748148148
1834-12,34.5,11.26666667,8.027160494
1835-01,7.5,14.66666667,8.395061728
1835-02,24.5,15.34444444,9.104938272
1835-03,19.7,17.08888889,9.959259259
1835-04,61.5,18.41111111,10.9691358
1835-05,43.6,24.27777778,12.17283951
1835-06,33.2,28.67777778,14.01358025
1835-07,59.8,31.08888889,16.36666667
1835-08,59,34.97777778,18.96790123
1835-09,100.8,38.14444444,21.75555556
1835-10,95.2,45.51111111,24.74197531
1835-11,100,55.25555556,28.1691358
1835-12,77.5,63.64444444,32.6037037
1836-01,88.6,70.06666667,37.77654321
1836-02,107.6,73.07777778,43.51604938
1836-03,98.1,80.18888889,48.9382716
1836-04,142.9,87.4,54.6617284
1836-05,111.4,96.63333333,60.91851852
1836-06,124.7,102.4555556,67.7691358
1836-07,116.7,105.1111111,74.91481481
1836-08,107.8,107.5,81.53703704
1836-09,95.1,108.3666667,87.34197531
1836-10,137.4,110.3222222,92.31111111
1836-11,120.9,115.7444444,96.78395062
1836-12,206.2,117.2222222,101.5246914
1837-01,188,129.2333333,105.6395062
1837-02,175.6,134.2444444,110.2876543
1837-03,134.6,141.3777778,114.4666667
1837-04,138.2,142.4777778,118.791358
1837-05,111.3,144.8666667,122.9432099
1837-06,158,145.2555556,127.0950617
1837-07,162.8,152.2444444,131.1938272
1837-08,134,155.0666667,135.8518519
1837-09,96.3,156.5222222,140.2209877
1837-10,123.7,144.3111111,144.5876543
1837-11,107,137.1666667,146.262963
1837-12,129.8,129.5444444,146.5876543
1838-01,144.9,129.0111111,145.2728395
1838-02,84.8,129.7555556,143.7765432
1838-03,140.8,126.8111111,142.0975309
1838-04,126.6,124.9,140.0481481
1838-05,137.6,120.8777778,137.0098765
1838-06,94.5,121.2777778,133.2111111
1838-07,108.2,121.0777778,129.2950617
1838-08,78.8,119.3555556,126.7135802
1838-09,73.6,116.2222222,124.7345679
1838-10,90.8,109.9777778,123.254321
1838-11,77.4,103.9666667,121.1395062
1838-12,79.8,103.1444444,118.2740741
1839-01,107.6,96.36666667,115.6444444
1839-02,102.5,94.25555556,112.4740741
1839-03,77.7,90.35555556,109.5160494
1839-04,61.8,88.48888889,106.0802469
1839-05,53.8,83.33333333,102.4592593
1839-06,54.6,80.55555556,98.45679012
1839-07,84.7,78.44444444,94.49382716
1839-08,131.2,77.76666667,90.99012346
1839-09,132.7,83.74444444,88.07901235
1839-10,90.8,89.62222222,85.92345679
1839-11,68.8,87.75555556,85.17407407
1839-12,63.6,84.01111111,84.45185185
1840-01,81.2,82.44444444,83.74691358
1840-02,87.7,84.6,83.07530864
1840-03,55.5,88.36666667,83.21604938
1840-04,65.9,88.46666667,84.08395062
1840-05,69.2,86.37777778,85.19753086
1840-06,48.5,79.48888889,86.15432099
1840-07,60.7,70.13333333,85.68148148
1840-08,57.8,66.78888889,83.51604938
1840-09,74,65.56666667,81.18641975
1840-10,49.8,66.72222222,79.13703704
1840-11,54.3,63.23333333,77.39012346
1840-12,53.7,59.52222222,75.01604938
1841-01,24,59.32222222,71.81111111
1841-02,29.9,54.66666667,68.57283951
1841-03,29.7,50.3,65.04938272
1841-04,42.6,48.21111111,61.80617284
1841-05,67.4,46.2,59.37037037
1841-06,55.7,47.26666667,57.08271605
1841-07,30.8,45.23333333,55.04938272
1841-08,39.3,43.12222222,52.6617284
1841-09,35.1,41.45555556,50.42716049
1841-10,28.5,39.38888889,48.41975309
1841-11,19.8,39.88888889,46.20493827
1841-12,38.8,38.76666667,44.56296296
1842-01,20.4,39.77777778,43.28148148
1842-02,22.1,37.31111111,42.34444444
1842-03,21.7,32.27777778,41.35679012
1842-04,26.9,28.5,39.69135802
1842-05,24.9,28.06666667,37.83209877
1842-06,20.5,26.46666667,36.15925926
1842-07,12.6,24.84444444,34.49382716
1842-08,26.5,23.07777778,32.87777778
1842-09,18.5,23.82222222,31.00987654
1842-10,38.1,21.56666667,29.34938272
1842-11,40.5,23.53333333,27.32592593
1842-12,17.6,25.57777778,25.79506173
